Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2022-10-10T14:00,1.938,3.154,5.816,8.141,85,21.1
2022-10-10T14:30,1.919,3.49,5.74,9.701,85,21.15
2022-10-10T15:00,1.881,3.056,5.788,9.372,91,21.15
2022-10-10T15:30,2.03,2.93,6.283,9.241,83,21.2
2022-10-10T16:00,1.858,2.72,6.079,8.925,85,21.2
2022-10-10T16:30,1.855,2.99,5.776,9.62,87,21.2
2022-10-10T17:00,1.901,3.34,5.758,8.899,85,21.2
2022-10-10T17:30,1.841,2.85,5.646,8.592,97,21.2
2022-10-10T18:00,1.836,3.192,5.688,9.81,98,21.15
2022-10-10T18:30,1.841,2.98,5.739,8.525,95,21.15
2022-10-10T19:00,1.889,3.2,5.843,9.837,91,21.1
2022-10-10T19:30,1.811,3,5.639,9.413,90,21.1
2022-10-10T20:00,1.829,3.37,5.699,9.339,87,21.1
2022-10-10T20:30,1.942,3.17,6.044,9.364,87,21.1
2022-10-10T21:00,1.876,3.1,5.65,9.721,83,21.05
2022-10-10T21:30,1.848,3.08,5.799,9.167,84,21.05
2022-10-10T22:00,1.811,3.01,5.728,7.743,87,21.05
2022-10-10T22:30,1.832,3.46,5.776,8.143,83,21.05
2022-10-10T23:00,2.053,3.35,6.111,10.41,70,21.05
2022-10-10T23:30,1.918,4.213,5.674,8.457,71,21
2022-10-11T00:00,1.948,2.99,5.891,10.827,74,21
2022-10-11T00:30,1.984,3.12,5.827,10.028,70,21
2022-10-11T01:00,1.998,3.319,5.698,9.576,87,21
2022-10-11T01:30,2.026,3.081,5.916,9.753,77,20.95
2022-10-11T02:00,1.829,2.98,5.67,9.353,70,20.95
2022-10-11T02:30,1.927,3.16,5.895,9.747,75,20.95
2022-10-11T03:00,1.872,2.94,6.178,9.318,78,20.95
2022-10-11T03:30,2.04,3.59,6.189,11.375,87,20.9
2022-10-11T04:00,1.779,3.06,6.038,10.778,78,20.9
2022-10-11T04:30,1.829,3.02,6.283,11.232,75,20.95
2022-10-11T05:00,1.744,2.52,6.115,9.954,83,20.95
2022-10-11T05:30,1.627,2.69,5.859,10.233,80,20.9
2022-10-11T06:00,1.79,3.05,5.979,10.764,83,20.9
2022-10-11T06:30,1.725,3.186,5.913,10.39,85,20.9
2022-10-11T07:00,1.661,2.51,5.896,10.159,83,20.9
2022-10-11T07:30,1.628,2.52,5.69,10.839,77,20.9
2022-10-11T08:00,1.687,2.66,5.886,10.745,77,20.9
2022-10-11T08:30,1.603,2.529,5.29,8.511,81,20.9
2022-10-11T09:00,1.54,2.57,5.409,8.926,78,20.9
2022-10-11T09:30,1.681,3.51,5.199,11.391,80,20.95
2022-10-11T10:00,1.546,2.69,5.203,10.842,75,20.95
2022-10-11T10:30,1.701,2.81,5.671,9.32,80,20.95
2022-10-11T11:00,1.622,2.609,5.292,11.448,74,20.95
2022-10-11T11:30,1.72,2.99,5.661,11.338,68,20.95
2022-10-11T12:00,1.642,2.82,5.854,10.915,74,21
2022-10-11T12:30,1.602,2.69,5.48,10.812,73,21
2022-10-11T13:00,1.569,2.46,5.436,10.242,70,21
2022-10-11T13:30,1.702,2.62,5.924,11.546,67,21
2022-10-11T14:00,1.504,2.63,5.5,11.454,63,21.05
2022-10-11T14:30,1.428,2.25,5.549,10.91,66,21
2022-10-11T15:00,1.337,2.55,5.024,10.855,74,21
2022-10-11T15:30,1.437,2.24,5.404,11.215,71,21
2022-10-11T16:00,1.353,2.2,5.257,10.535,80,21
2022-10-11T16:30,1.306,1.91,5.248,11.005,70,21.05
2022-10-11T17:00,1.267,1.9,5.197,10.511,74,21
2022-10-11T17:30,1.293,2.17,5.435,10.492,77,21
2022-10-11T18:00,1.276,1.92,5.514,11.334,81,21
2022-10-11T18:30,1.222,2.13,5.606,11.455,88,21
2022-10-11T19:00,1.244,2.07,5.242,11.303,91,20.95
2022-10-11T19:30,1.121,1.78,5.103,11.495,78,20.9
2022-10-11T20:00,1.156,1.99,5.211,11.402,78,20.95
2022-10-11T20:30,1.044,1.87,5.301,11.489,84,20.9
2022-10-11T21:00,1.113,2.095,5.109,11.452,84,20.9
2022-10-11T21:30,1.229,2.05,5.304,10.96,73,20.9
2022-10-11T22:00,1.305,2.15,5.223,11.358,74,20.95
2022-10-11T22:30,1.35,2.14,5.157,11.096,81,20.95
2022-10-11T23:00,1.346,2.35,4.885,11.429,78,20.95
2022-10-11T23:30,1.304,2.077,4.851,10.831,83,20.95
2022-10-12T00:00,1.386,2.26,5.221,11.249,73,20.95
2022-10-12T00:30,1.413,2.73,5.045,10.735,70,20.95
2022-10-12T01:00,1.322,2.25,5.218,10.382,68,20.9
2022-10-12T01:30,1.395,2.18,5.225,10.8,70,20.9
2022-10-12T02:00,1.298,2.02,4.82,10.625,75,20.9
2022-10-12T02:30,1.305,2.547,4.774,10.807,80,20.9
2022-10-12T03:00,1.311,2.29,4.713,10.719,74,20.85
2022-10-12T03:30,1.371,2.44,4.824,8.155,80,20.85
2022-10-12T04:00,1.38,2.08,5.283,11.209,78,20.85
2022-10-12T04:30,1.278,2.44,4.936,8.198,83,20.8
2022-10-12T05:00,1.303,1.97,4.949,10.96,80,20.8
2022-10-12T05:30,1.424,2.23,5.159,8.504,92,20.75
2022-10-12T06:00,1.402,2.33,5.052,4.22,83,20.8
2022-10-12T06:30,1.393,2.26,5.331,7.873,75,20.7
2022-10-12T07:00,1.339,2.27,5.1,10.902,75,20.9
2022-10-12T07:30,1.325,2.16,5.341,11.903,75,20.9
2022-10-12T08:00,1.458,2.39,5.706,11.438,85,20.95
2022-10-12T08:30,1.407,2.5,5.49,10.83,77,21
2022-10-12T09:00,1.448,2.42,5.293,10.878,75,21.05
2022-10-12T09:30,1.385,2.3,5.043,11.455,75,21.1
2022-10-12T10:00,1.365,2.7,5.256,11.376,77,21.1
2022-10-12T10:30,1.376,2.52,5.244,11.976,73,21.6
2022-10-12T11:00,1.496,2.28,5.173,11.367,81,21.6
2022-10-12T11:30,1.42,2.7,5.456,8.539,85,21.6
2022-10-12T12:00,1.551,2.59,5.107,10.826,78,21.6
2022-10-12T12:30,1.556,2.89,5.213,10.84,75,21.55
2022-10-12T13:00,1.565,3.14,5.501,13.454,74,21.65
2022-10-12T13:30,1.617,2.89,5.39,11.042,64,21.7
2022-10-12T14:00,1.51,2.85,5.402,12.662,66,21.7
2022-10-12T14:30,1.453,2.58,5.71,10.287,64,21.65
2022-10-12T15:00,1.378,2.6,5.396,12.125,80,21.65
2022-10-12T15:30,1.319,2.11,5.381,11.595,80,21.65
2022-10-12T16:00,1.341,2.03,5.252,12.141,77,21.75
2022-10-12T16:30,1.452,2.32,5.362,10.991,66,21.95
2022-10-12T17:00,1.413,2.14,5.283,12.596,77,21.95
2022-10-12T17:30,1.417,2.98,5.103,12.786,71,21.95
2022-10-12T18:00,1.462,2.15,5.532,12.191,80,21.95
2022-10-12T18:30,1.35,2.01,5.417,12.071,80,21.9
2022-10-12T19:00,1.251,2.36,5.071,10.834,81,21.9
2022-10-12T19:30,1.35,2.13,5.556,12.58,81,21.9
2022-10-12T20:00,1.315,2.2,5.403,12.108,84,21.9
2022-10-12T20:30,1.326,2.16,5.229,10.354,80,21.9
2022-10-12T21:00,1.317,2.04,5.409,12.81,90,21.9
2022-10-12T21:30,1.33,2.38,5.189,12.361,87,21.9
2022-10-12T22:00,1.339,1.93,5.568,12.4,70,21.95
2022-10-12T22:30,1.323,2.14,5.431,11.532,78,22
2022-10-12T23:00,1.3,1.96,5.484,12.333,84,22.05
2022-10-12T23:30,1.335,2.64,5.509,12.01,80,22.15
2022-10-13T00:00,1.402,2.51,5.507,8.167,85,22.15
2022-10-13T00:30,1.456,2.59,5.483,11.782,80,22.15
2022-10-13T01:00,1.431,1.95,5.687,11.436,71,22.15
2022-10-13T01:30,1.442,2.28,5.568,10.857,75,22.15
2022-10-13T02:00,1.539,2.44,5.571,11.547,75,22.1
2022-10-13T02:30,1.563,2.42,5.627,11.585,73,22.05
2022-10-13T03:00,1.61,2.64,5.674,12.261,74,22.05
2022-10-13T03:30,1.592,2.57,5.429,11.907,80,22.05
2022-10-13T04:00,1.598,2.62,5.412,12.111,74,22.05
2022-10-13T04:30,1.505,2.495,5.183,10.86,87,22.05
2022-10-13T05:00,1.51,2.93,5.305,11.484,87,22.05
2022-10-13T05:30,1.51,2.25,5.572,12.863,80,22
2022-10-13T06:00,1.511,3.07,5.347,12.138,83,22.1
2022-10-13T06:30,1.418,2.74,5.344,11.558,84,22.1
2022-10-13T07:00,1.378,2.1,5.393,11.818,92,22.1
2022-10-13T07:30,1.425,2.64,5.618,13.717,83,22.15
2022-10-13T08:00,1.306,2.26,5.591,13.045,84,22.15
2022-10-13T08:30,1.374,2.15,6.044,13.02,91,22.15
2022-10-13T09:00,1.253,1.96,5.799,13.894,83,22.2
2022-10-13T09:30,1.226,1.9,5.516,12.18,91,22.25
2022-10-13T10:00,1.168,1.67,5.32,13.454,91,22.25
2022-10-13T10:30,1.289,2.4,5.785,12.851,84,22.3
2022-10-13T11:00,1.222,1.86,5.778,12.927,90,22.25
2022-10-13T11:30,1.33,2.54,5.805,14.03,87,22.35
2022-10-13T12:00,1.283,2.25,6.079,7.617,85,22.3
2022-10-13T12:30,1.217,1.8,6.045,12.978,87,22.35
2022-10-13T13:00,1.221,2.23,5.848,13.125,83,22.35
2022-10-13T13:30,1.162,2.09,5.393,12.097,74,22.4
2022-10-13T14:00,1.136,1.91,5.349,13.683,73,22.45
2022-10-13T14:30,1.08,1.79,5.093,13.862,81,22.45
2022-10-13T15:00,1.07,1.82,5.121,6.995,71,22.45
2022-10-13T15:30,1.122,1.76,5.297,8.144,71,22.5
2022-10-13T16:00,1.109,1.65,5.44,12.937,84,22.45
2022-10-13T16:30,1.137,1.64,5.718,12.197,84,22.45
2022-10-13T17:00,1.046,1.97,5.514,13.873,81,22.45
2022-10-13T17:30,1.061,1.58,5.47,12.987,83,22.45
2022-10-13T18:00,0.999,1.55,5.446,12.386,91,22.45
2022-10-13T18:30,0.964,1.6,5.294,13.034,87,22.45
2022-10-13T19:00,0.963,1.76,5.433,13.311,98,22.45
2022-10-13T19:30,0.94,1.69,4.767,13.476,95,22.45
2022-10-13T20:00,1.007,1.52,5.287,12.272,104,22.45
2022-10-13T20:30,0.957,1.41,5.817,13.45,102,22.45
2022-10-13T21:00,1.007,1.6,6.252,12.341,97,22.45
2022-10-13T21:30,1.046,1.79,6.447,13.104,94,22.45
2022-10-13T22:00,1.102,2.15,6.747,13.22,90,22.45
2022-10-13T22:30,1.121,1.98,6.424,12.945,83,22.45
2022-10-13T23:00,1.09,1.86,6.061,12.944,91,22.45
2022-10-13T23:30,1.126,2.17,5.699,12.163,92,22.45
2022-10-14T00:00,1.179,2.02,5.829,12.931,92,22.45
2022-10-14T00:30,1.288,2.23,6.326,13.732,95,22.4
2022-10-14T01:00,1.167,2.3,5.917,12.952,91,22.4
2022-10-14T01:30,1.353,2.27,6.547,13.597,87,22.4
2022-10-14T02:00,1.358,2.5,6.314,13.701,87,22.4
2022-10-14T02:30,1.213,2.13,5.657,13.057,83,22.35
2022-10-14T03:00,1.394,2.32,6.211,13.192,84,22.4
2022-10-14T03:30,1.255,2.2,5.657,12.99,81,22.4
2022-10-14T04:00,1.256,1.85,6.034,12.834,90,22.4
2022-10-14T04:30,1.357,2.31,6.142,13.094,88,22.35
2022-10-14T05:00,1.243,1.98,5.88,12.505,85,22.35
2022-10-14T05:30,1.284,2.02,6.261,13.427,85,22.35
2022-10-14T06:00,1.336,2.53,6.196,12.744,91,22.35
2022-10-14T06:30,1.343,1.9,6.646,13.795,90,22.35
2022-10-14T07:00,1.162,2.01,6.024,14.024,94,22.35
2022-10-14T07:30,1.149,1.99,6.488,13.232,104,22.4
2022-10-14T08:00,1.167,2.06,6.286,13.668,101,22.4
2022-10-14T08:30,1.125,1.99,6.222,13.598,101,22.4
2022-10-14T09:00,1.232,2.21,6.642,13.466,94,22.45
2022-10-14T09:30,1.148,1.89,6.105,12.992,90,22.5
2022-10-14T10:00,1.265,2.12,6.99,12.975,95,22.55
2022-10-14T10:30,1.213,2,6.929,13.527,94,22.65
2022-10-14T11:00,1.224,2.39,6.922,12.947,88,22.6
2022-10-14T11:30,1.17,1.85,6.45,13.625,88,22.65
2022-10-14T12:00,1.238,2.43,6.399,13.259,90,22.65
2022-10-14T12:30,1.311,2.36,6.516,12.925,94,22.6
2022-10-14T13:00,1.16,1.9,6.08,13.016,91,22.55
2022-10-14T13:30,1.175,1.99,6.11,12.911,94,22.55
2022-10-14T14:00,1.219,1.94,5.85,13.763,90,22.55
2022-10-14T14:30,1.206,2.33,5.655,12.486,91,22.55
2022-10-14T15:00,1.284,2.25,5.73,13.834,97,22.55
2022-10-14T15:30,1.28,2.02,5.787,13.94,94,22.55
2022-10-14T16:00,1.184,1.96,5.397,13.569,92,22.5
2022-10-14T16:30,1.233,1.86,5.219,12.118,90,22.5
2022-10-14T17:00,1.2,1.93,5.479,13.289,88,22.55
2022-10-14T17:30,1.169,1.9,5.248,13.864,92,22.55
2022-10-14T18:00,1.162,1.72,4.999,13.767,92,22.55
2022-10-14T18:30,1.114,1.69,4.883,12.365,94,22.55
2022-10-14T19:00,1.093,1.61,4.999,13.283,98,22.55
2022-10-14T19:30,1.072,1.82,5.173,13.832,-99.9,22.55
2022-10-14T20:00,1.139,1.86,5.242,13.694,91,22.55
2022-10-14T20:30,1.192,1.84,5.64,13.476,101,22.5
2022-10-14T21:00,1.213,1.73,5.787,13.54,94,22.5
2022-10-14T21:30,1.189,1.91,5.796,13.615,87,22.5
2022-10-14T22:00,1.103,1.77,5.822,13.544,97,22.45
2022-10-14T22:30,1.157,1.71,6.073,13.61,85,22.45
2022-10-14T23:00,1.084,1.74,6.012,13.586,91,22.45
2022-10-14T23:30,1.166,1.69,6.149,13.716,94,22.45
2022-10-15T00:00,1.099,1.87,6.398,13.706,94,22.45
2022-10-15T00:30,1.136,1.88,6.245,11.773,90,22.45
2022-10-15T01:00,1.141,1.77,6.614,12.83,87,22.45
2022-10-15T01:30,1.172,1.88,7.003,13.166,91,22.45
2022-10-15T02:00,1.115,1.77,7.036,12.927,84,22.45
2022-10-15T02:30,1.136,1.82,6.963,12.213,80,22.45
2022-10-15T03:00,1.14,1.95,6.964,13.282,81,22.45
2022-10-15T03:30,1.065,1.75,6.811,12.809,75,22.45
2022-10-15T04:00,1.144,1.81,6.123,13.585,73,22.45
2022-10-15T04:30,1.16,1.94,6.468,13.206,74,22.45
2022-10-15T05:00,1.139,1.66,6.387,12.27,75,22.45
2022-10-15T05:30,1.033,1.84,5.894,13.519,71,22.4
2022-10-15T06:00,1.091,1.79,6.516,13.439,78,22.5
2022-10-15T06:30,1.083,1.95,6.409,12.966,80,22.5
2022-10-15T07:00,1.091,1.87,6.529,13.382,78,22.55
2022-10-15T07:30,1.1,1.97,6.592,12.155,85,22.55
2022-10-15T08:00,1.052,1.79,6.547,12.256,80,22.6
2022-10-15T08:30,0.968,1.48,7.026,12.833,84,22.65
2022-10-15T09:00,1.087,1.96,7.259,12.096,88,22.65
2022-10-15T09:30,0.958,1.61,6.907,12.236,85,22.7
2022-10-15T10:00,0.992,1.77,6.975,12.987,78,22.7
2022-10-15T10:30,1.098,1.7,7.673,12.839,73,22.75
2022-10-15T11:00,1.056,1.73,7.188,12.905,71,22.8
2022-10-15T11:30,0.992,1.76,6.715,11.444,78,22.85
2022-10-15T12:00,1.089,1.71,6.163,11.609,73,22.9
2022-10-15T12:30,1.036,1.82,6.029,12.773,73,22.85
2022-10-15T13:00,1.082,1.89,5.559,12.211,67,22.85
2022-10-15T13:30,1.128,1.95,5.466,12.869,73,22.75
2022-10-15T14:00,1.112,1.82,5.259,12.02,74,22.7
2022-10-15T14:30,1.172,2,5.171,12.082,78,22.65
2022-10-15T15:00,1.122,1.91,4.799,12.984,77,22.55
2022-10-15T15:30,1.076,1.93,5.015,12.72,78,22.55
2022-10-15T16:00,1.083,1.93,5.14,13.488,74,22.55
2022-10-15T16:30,1.083,1.76,4.836,12.447,81,22.5
2022-10-15T17:00,1.058,1.61,4.697,12.107,83,22.55
2022-10-15T17:30,1.107,2.05,5.038,12.674,67,22.65
2022-10-15T18:00,0.995,1.58,4.816,12.961,71,22.65
2022-10-15T18:30,0.98,1.79,4.939,12.23,80,22.65
2022-10-15T19:00,0.962,1.47,4.882,12.353,75,22.7
2022-10-15T19:30,1.003,1.55,5.241,12.577,80,22.7
2022-10-15T20:00,0.895,1.54,4.819,12.798,80,22.7
2022-10-15T20:30,0.907,1.59,4.739,12.887,87,22.65
2022-10-15T21:00,0.807,1.37,4.659,13.051,84,22.55
2022-10-15T21:30,0.876,1.49,5.105,11.673,81,22.55
2022-10-15T22:00,0.767,1.28,4.796,13.676,85,22.55
2022-10-15T22:30,0.939,1.67,5.504,12.322,90,22.55
2022-10-15T23:00,0.816,1.38,5.409,12.963,91,22.5
2022-10-15T23:30,0.87,1.6,5.489,12.694,77,22.5
2022-10-16T00:00,0.929,1.57,5.957,12.885,90,22.45
2022-10-16T00:30,0.905,1.47,5.987,12.927,83,22.45
2022-10-16T01:00,0.992,1.58,6.425,12.854,85,22.45
2022-10-16T01:30,0.959,1.52,6.248,12.491,90,22.45
2022-10-16T02:00,0.856,1.37,6.289,12.509,85,22.45
2022-10-16T02:30,0.873,1.34,6.148,11.524,84,22.45
2022-10-16T03:00,0.897,1.39,6.299,12.906,83,22.45
2022-10-16T03:30,0.836,1.41,5.782,13.512,81,22.4
2022-10-16T04:00,0.875,1.27,6.251,12.539,81,22.4
2022-10-16T04:30,0.824,1.46,5.976,12.874,77,22.4
2022-10-16T05:00,0.856,1.37,5.874,12.312,78,22.45
2022-10-16T05:30,0.811,1.38,5.685,12.645,81,22.45
2022-10-16T06:00,0.857,1.41,5.746,12.796,84,22.5
2022-10-16T06:30,0.863,1.42,5.91,12.853,83,22.5
2022-10-16T07:00,0.889,1.37,6.295,12.266,87,22.55
2022-10-16T07:30,0.826,1.33,5.873,12.85,83,22.55
2022-10-16T08:00,0.814,1.54,6.132,12.288,83,22.55
2022-10-16T08:30,0.87,1.58,6.441,12.896,85,22.6
2022-10-16T09:00,0.918,1.31,6.845,12.202,87,22.65
2022-10-16T09:30,0.89,1.48,6.689,12.807,90,22.8
2022-10-16T10:00,0.85,1.42,6.125,12.269,85,23.05
2022-10-16T10:30,0.908,1.33,6.779,12.2,94,23.2
2022-10-16T11:00,0.878,1.33,6.438,12.735,77,23.2
2022-10-16T11:30,0.829,1.36,6.532,12.112,81,23.2
2022-10-16T12:00,0.84,1.36,6.511,11.773,91,23.2
2022-10-16T12:30,0.843,1.34,6.339,12.804,88,23.2
2022-10-16T13:00,0.87,1.68,6.381,12.17,90,23.15
2022-10-16T13:30,0.915,1.68,6.184,11.565,87,23.1
2022-10-16T14:00,0.971,1.66,6.447,12.085,92,23.05
2022-10-16T14:30,0.913,1.51,5.805,12.106,88,23.05
2022-10-16T15:00,0.912,1.67,5.9,11.157,88,23
2022-10-16T15:30,0.839,1.36,5.433,11.306,87,22.95
2022-10-16T16:00,0.902,1.66,5.604,12.108,88,22.9
2022-10-16T16:30,0.879,1.52,5.487,12.259,88,22.8
2022-10-16T17:00,0.876,1.27,5.408,11.925,97,22.75
2022-10-16T17:30,0.894,1.44,5.411,12.061,88,22.7
2022-10-16T18:00,0.849,1.54,5.177,12.127,98,22.65
2022-10-16T18:30,0.861,1.46,5.251,11.969,83,22.7
2022-10-16T19:00,0.821,1.35,5.198,12.128,85,22.8
2022-10-16T19:30,0.841,1.47,5.412,11.883,95,22.85
2022-10-16T20:00,0.836,1.38,5.543,12.201,87,22.85
2022-10-16T20:30,0.75,1.39,5.147,12.062,81,22.85
2022-10-16T21:00,0.745,1.39,4.962,12.692,91,22.8
2022-10-16T21:30,0.753,1.18,5.316,10.976,91,22.8
2022-10-16T22:00,0.782,1.24,5.401,11.424,80,22.75
2022-10-16T22:30,0.739,1.21,5.213,11.65,90,22.7
2022-10-16T23:00,0.758,1.16,5.164,11.138,94,22.7
2022-10-16T23:30,0.725,1.09,5.086,11.502,92,22.65
2022-10-17T00:00,0.73,1.19,5.244,12.249,88,22.6
2022-10-17T00:30,0.743,1.34,5.248,11.572,85,22.55
2022-10-17T01:00,0.695,1.3,5.111,11.655,88,22.55
2022-10-17T01:30,0.727,1.1,5.525,9.709,87,22.5
2022-10-17T02:00,0.753,1.36,5.333,11.345,88,22.5
2022-10-17T02:30,0.774,1.39,5.711,12.019,90,22.55
2022-10-17T03:00,0.76,1.53,5.325,10.932,94,22.6
2022-10-17T03:30,0.724,1.27,5.682,11.348,91,22.55
2022-10-17T04:00,0.76,1.2,5.656,10.276,87,22.55
2022-10-17T04:30,0.752,1.28,5.677,10.879,88,22.55
2022-10-17T05:00,0.83,1.55,5.851,11.448,90,22.55
2022-10-17T05:30,0.689,1.36,5.545,10.886,85,22.55
2022-10-17T06:00,0.752,1.25,5.709,10.304,92,22.55
2022-10-17T06:30,0.698,1.14,5.607,11.828,88,22.5
2022-10-17T07:00,0.653,1.14,5.622,11.517,83,22.6
2022-10-17T07:30,0.709,1.09,6.012,11.85,87,22.6
2022-10-17T08:00,0.664,1.06,5.891,11.532,85,22.65
2022-10-17T08:30,0.686,1.23,5.97,11.96,85,22.65
2022-10-17T09:00,0.714,1.33,6.49,10.798,84,22.75
2022-10-17T09:30,0.745,1.46,6.682,11.373,88,22.8
2022-10-17T10:00,0.732,1.2,6.259,11.493,92,22.85
2022-10-17T10:30,0.674,1.17,6.36,11.037,91,22.95
2022-10-17T11:00,0.661,1.05,6.111,11.225,94,22.9
2022-10-17T11:30,0.659,1.06,6.431,10.796,90,23.05
2022-10-17T12:00,0.661,1.06,6.246,11.375,87,23.1
2022-10-17T12:30,0.699,1.24,6.343,11.006,92,23.15
2022-10-17T13:00,0.644,1.17,5.959,11.448,102,23.1
2022-10-17T13:30,0.635,1.26,6.157,11.428,91,23.05
2022-10-17T14:00,0.673,1.06,6.496,9.735,95,23.1
2022-10-17T14:30,0.642,1.02,6.301,10.879,92,23
2022-10-17T15:00,0.651,1.11,6.241,11.389,91,23
2022-10-17T15:30,0.613,0.98,5.758,10.887,87,23
2022-10-17T16:00,0.704,1.09,5.742,11.444,92,22.9
2022-10-17T16:30,0.69,1.12,5.37,11.354,97,22.85
2022-10-17T17:00,0.724,1.21,5.303,10.648,97,22.65
2022-10-17T17:30,0.75,1.18,5.376,11.447,91,22.65
2022-10-17T18:00,0.685,1.28,5.101,10.392,91,22.55
2022-10-17T18:30,0.725,1.35,4.966,11.232,95,22.55
2022-10-17T19:00,0.744,1.32,4.659,11.275,88,22.5
2022-10-17T19:30,0.766,1.42,4.793,11.331,91,22.5
2022-10-17T20:00,0.717,1.37,4.452,11.262,90,22.65
2022-10-17T20:30,0.742,1.28,4.554,11.289,92,22.7
2022-10-17T21:00,0.711,1.27,4.386,10.692,97,22.75
2022-10-17T21:30,0.709,1.19,4.527,9.752,95,22.75
2022-10-17T22:00,0.729,1.16,4.573,11.239,94,22.8
2022-10-17T22:30,0.705,1.28,4.313,10.699,97,22.8
2022-10-17T23:00,0.692,1.26,4.248,10.828,84,22.75
2022-10-17T23:30,0.726,1.25,4.286,10.651,98,22.75
2022-10-18T00:00,0.668,1.19,4.26,11.44,101,22.7
2022-10-18T00:30,0.704,1.08,4.474,9.899,98,22.65
2022-10-18T01:00,0.711,1.33,4.558,10.991,87,22.6
2022-10-18T01:30,0.693,1.21,4.569,11.305,101,22.55
2022-10-18T02:00,0.693,1.11,4.704,11.186,88,22.5
2022-10-18T02:30,0.683,1.2,4.442,9.867,90,22.5
2022-10-18T03:00,0.728,1.33,4.766,10.868,94,22.5
2022-10-18T03:30,0.741,1.17,4.846,10.692,83,22.5
2022-10-18T04:00,0.754,1.2,5.009,10.542,85,22.45
2022-10-18T04:30,0.716,1.21,4.806,10.832,88,22.5
2022-10-18T05:00,0.728,1.2,5.149,10.279,88,22.5
2022-10-18T05:30,0.732,1.02,5.152,10.654,90,22.55
2022-10-18T06:00,0.758,1.2,4.835,10.311,90,22.55
2022-10-18T06:30,0.759,1.3,4.739,10.42,87,22.55
2022-10-18T07:00,0.716,1.32,4.522,10.183,88,22.6
2022-10-18T07:30,0.771,1.16,4.981,9.776,84,22.65
2022-10-18T08:00,0.786,1.15,4.96,9.839,84,22.65
2022-10-18T08:30,0.853,1.47,5.099,9.949,91,22.7
2022-10-18T09:00,0.891,1.44,5.048,10.726,92,22.7
2022-10-18T09:30,0.801,1.27,4.961,10.832,92,22.75
2022-10-18T10:00,0.807,1.55,4.717,9.759,90,22.8
2022-10-18T10:30,0.809,1.36,4.781,9.714,85,22.8
2022-10-18T11:00,0.819,1.35,5.049,10.445,92,22.85
2022-10-18T11:30,0.804,1.38,4.923,11.307,99,22.85
2022-10-18T12:00,0.877,1.36,5.19,11.411,91,22.8
2022-10-18T12:30,0.823,1.42,4.95,9.783,101,22.75
2022-10-18T13:00,0.882,1.5,5.165,11.084,104,22.7
2022-10-18T13:30,0.816,1.53,4.931,12.532,95,22.65
2022-10-18T14:00,0.82,1.29,4.982,10.405,99,22.6
2022-10-18T14:30,0.923,1.47,5.414,11.225,97,22.5
2022-10-18T15:00,0.959,1.39,5.339,12.821,98,22.45
2022-10-18T15:30,0.873,1.43,4.877,11.466,95,22.45
2022-10-18T16:00,0.859,1.47,5.068,12.965,91,22.4
2022-10-18T16:30,0.933,1.63,5.57,12.55,88,22.4
2022-10-18T17:00,0.9,1.59,5.211,12.925,92,22.35
2022-10-18T17:30,1.042,1.92,5.42,12.846,87,22.35
2022-10-18T18:00,0.929,1.54,5.14,10.33,91,22.35
2022-10-18T18:30,0.957,1.6,5.39,12.108,85,22.4
2022-10-18T19:00,0.93,1.94,4.957,13.475,91,22.4
2022-10-18T19:30,1.006,1.65,5.284,12.753,87,22.4
2022-10-18T20:00,0.977,1.77,4.946,12.94,87,22.4
2022-10-18T20:30,0.998,1.62,4.794,12.206,87,22.45
2022-10-18T21:00,0.991,1.57,4.859,11.681,91,22.45
2022-10-18T21:30,0.974,1.62,4.824,12.253,90,22.6
2022-10-18T22:00,0.998,2.15,5.009,11.524,92,22.6
2022-10-18T22:30,1.002,1.85,4.866,10.416,95,22.65
2022-10-18T23:00,1.007,1.59,4.856,11.698,92,22.65
2022-10-18T23:30,0.954,1.41,4.844,12.28,99,22.6
2022-10-19T00:00,0.99,1.81,5.055,12.292,95,22.6
2022-10-19T00:30,0.968,1.73,4.886,12.743,105,22.55
2022-10-19T01:00,0.965,1.73,5.042,12.77,91,22.55
2022-10-19T01:30,0.962,1.48,5.245,12.321,92,22.55
2022-10-19T02:00,1.002,1.57,5.044,12.11,98,22.5
2022-10-19T02:30,1.009,1.75,4.803,4.843,106,22.5
2022-10-19T03:00,1.005,1.67,4.772,5.043,95,22.45
2022-10-19T03:30,1.026,1.73,4.757,9.805,99,22.1
2022-10-19T04:00,1.079,1.9,4.67,9.774,97,22.05
2022-10-19T04:30,1.032,1.91,4.834,4.836,97,22.1
2022-10-19T05:00,0.996,1.91,4.6,5.424,74,22.1
2022-10-19T05:30,1.017,1.76,4.748,4.703,52,22.15
2022-10-19T06:00,1.016,1.72,4.621,5.342,63,22.15
2022-10-19T06:30,0.965,1.42,4.654,5.618,60,22.15
2022-10-19T07:00,1.036,1.87,4.765,5.577,57,22.15
2022-10-19T07:30,0.996,1.49,4.852,5.77,71,22.15
2022-10-19T08:00,1.033,1.79,4.767,5.196,61,22.15
2022-10-19T08:30,1.026,1.59,4.667,5.507,61,22.15
2022-10-19T09:00,0.985,1.58,4.87,5.491,63,22.15
2022-10-19T09:30,0.98,1.62,4.734,5.19,59,22.1
